Repository,URL,Description,Stars,Subscribers,Open Issues,Last Update,Created,Last Release,Docs,CRDs Total,CRDs Alpha,CRDs Beta,CRDs V1
crossplane-contrib / provider-helm,https://github.com/crossplane-contrib/provider-helm,Crossplane Helm Provider,56,14,28,2022-08-04,2020-07-22,2022-03-11,https://doc.crds.dev/github.com/crossplane-contrib/provider-helm@v0.10.0,3,0,3,0
remyleone / crossplane-scaleway-provider,https://github.com/remyleone/crossplane-scaleway-provider,Scaleway provider for Crossplane ,8,2,0,2022-08-01,2022-01-31,2022-02-14,https://doc.crds.dev/github.com/remyleone/crossplane-scaleway-provider@v0.0.1,41,41,0,0
crossplane-contrib / provider-jet-datadog,https://github.com/crossplane-contrib/provider-jet-datadog,@crossplane provider to drive @datadog configuration control plane way,3,4,8,2022-08-01,2022-04-21,2022-04-22,https://doc.crds.dev/github.com/crossplane-contrib/provider-jet-datadog@v0.1.0,6,6,0,0
crossplane-contrib / provider-equinix-metal,https://github.com/crossplane-contrib/provider-equinix-metal,Equinix Metal (formerly Packet) provider for @Crossplane enabling infrastructure management from Kubernetes,15,14,13,2022-07-31,2019-09-19,2021-06-16,https://doc.crds.dev/github.com/crossplane-contrib/provider-equinix-metal@v0.0.11,5,3,2,0
crossplane-contrib / provider-gcp,https://github.com/crossplane-contrib/provider-gcp,Crossplane GCP provider,85,16,80,2022-07-31,2019-08-23,2022-03-23,https://doc.crds.dev/github.com/crossplane-contrib/provider-gcp@v0.21.0,28,17,11,0
crossplane-contrib / provider-cloudflare,https://github.com/crossplane-contrib/provider-cloudflare,A Cloudflare provider for Crossplane,14,2,7,2022-07-28,2021-03-10,0001-01-01,,0,0,0,0
abacus3 / provider-jet-grafana,https://github.com/abacus3/provider-jet-grafana,This crossplane provider is based on the provider-grafana Terraform provider and was build using crossplane terrajet.,2,1,0,2022-07-27,2022-02-07,2022-02-09,https://doc.crds.dev/github.com/abacus3/provider-jet-grafana@v0.1.0,7,7,0,0
crossplane-contrib / provider-jet-aws,https://github.com/crossplane-contrib/provider-jet-aws,AWS Provider for Crossplane that is built with Terrajet.,35,5,29,2022-07-26,2021-08-09,0001-01-01,,0,0,0,0
IBM / crossplane-provider-ibm-cloud,https://github.com/IBM/crossplane-provider-ibm-cloud,IBM Bedrock version of Crossplane Provider for IBM Cloud,1,5,1,2022-07-23,2021-11-30,2022-05-23,https://doc.crds.dev/github.com/IBM/crossplane-provider-ibm-cloud@v1.8.0,15,13,2,0
crossplane-contrib / provider-digitalocean,https://github.com/crossplane-contrib/provider-digitalocean,Crossplane DigitalOcean infrastructure provider,27,8,21,2022-07-21,2020-12-16,2022-01-30,https://doc.crds.dev/github.com/crossplane-contrib/provider-digitalocean@v0.1.0,6,6,0,0
Sijoma / crossplane-provider-camunda,https://github.com/Sijoma/crossplane-provider-camunda,Crossplane provider for Camunda SaaS,0,1,0,2022-07-11,2022-05-21,0001-01-01,,0,0,0,0
crossplane-contrib / provider-ibm-cloud,https://github.com/crossplane-contrib/provider-ibm-cloud,Crossplane provider for @ibm-cloud,10,6,0,2022-06-26,2020-10-14,0001-01-01,,0,0,0,0
crossplane-contrib / provider-cloudinit,https://github.com/crossplane-contrib/provider-cloudinit,Crossplane provider for Cloud-init templating,9,3,3,2022-06-19,2021-03-27,0001-01-01,,0,0,0,0
negz / provider-nop,https://github.com/negz/provider-nop,The least useful @crossplane provider,1,2,0,2022-06-17,2020-07-03,0001-01-01,,0,0,0,0
crossplane-contrib / provider-linode,https://github.com/crossplane-contrib/provider-linode,Demonstrative Crossplane Stack for Linode resources,3,3,1,2022-06-07,2019-09-16,0001-01-01,,0,0,0,0
alperencelik / crossplane-terrajet-sample,https://github.com/alperencelik/crossplane-terrajet-sample,Repository to test terrajet for vsphere,0,1,0,2022-06-02,2022-06-02,0001-01-01,,0,0,0,0
jdotw / provider-harbor,https://github.com/jdotw/provider-harbor,,0,1,0,2022-05-29,2022-05-29,0001-01-01,,0,0,0,0
jcooklin / provider-okta,https://github.com/jcooklin/provider-okta,,0,1,0,2022-05-28,2022-05-28,0001-01-01,,0,0,0,0
crossplane-contrib / provider-gcp-beta,https://github.com/crossplane-contrib/provider-gcp-beta,Crossplane Google Cloud Platform (GCP) infrastructure provider. provider-gcp-beta contains managed resources relying on beta APIs of GCP APIs.,7,7,0,2022-05-27,2021-03-31,2021-09-20,https://doc.crds.dev/github.com/crossplane-contrib/provider-gcp-beta@v0.1.0,6,2,4,0
crossplane-contrib / provider-planetscale,https://github.com/crossplane-contrib/provider-planetscale,,1,3,2,2022-05-23,2022-05-20,0001-01-01,,0,0,0,0
anasinnyk / provider-cloudflare,https://github.com/anasinnyk/provider-cloudflare,,0,1,0,2022-05-21,2022-05-21,0001-01-01,,0,0,0,0
anasinnyk / provider-github,https://github.com/anasinnyk/provider-github,,0,1,1,2022-05-21,2022-05-21,0001-01-01,,0,0,0,0
davidcollom / crossplane-jet-cloudflare,https://github.com/davidcollom/crossplane-jet-cloudflare,,1,1,1,2022-05-20,2022-03-14,2022-03-16,https://doc.crds.dev/github.com/davidcollom/crossplane-jet-cloudflare@0.0.1,65,65,0,0
rajan2 / provider-planetscale,https://github.com/rajan2/provider-planetscale,,0,1,0,2022-05-20,2022-05-20,0001-01-01,,0,0,0,0
KipsasJaujoj / provider-planetscale,https://github.com/KipsasJaujoj/provider-planetscale,,0,1,0,2022-05-20,2022-05-20,0001-01-01,,0,0,0,0
chnyda / provider-planetscale,https://github.com/chnyda/provider-planetscale,,0,1,0,2022-05-20,2022-05-20,0001-01-01,,0,0,0,0
ndrpnt / crossplane-planetscale-provider,https://github.com/ndrpnt/crossplane-planetscale-provider,,0,1,0,2022-05-20,2022-05-20,0001-01-01,,0,0,0,0
samidbb / provider-planetscale,https://github.com/samidbb/provider-planetscale,,0,1,0,2022-05-20,2022-05-20,0001-01-01,,0,0,0,0
tmiller / provider-jet-keycloak,https://github.com/tmiller/provider-jet-keycloak,Do not USE!,0,1,0,2022-05-10,2022-05-10,0001-01-01,,0,0,0,0
crossplane-contrib / provider-jet-gcp,https://github.com/crossplane-contrib/provider-jet-gcp,GCP Provider for Crossplane generated using Terrajet,11,4,18,2022-05-09,2021-10-26,2022-01-07,https://doc.crds.dev/github.com/crossplane-contrib/provider-jet-gcp@v0.2.0-preview,438,438,0,0
CanerSermet57 / provider-jet-template-TEST,https://github.com/CanerSermet57/provider-jet-template-TEST,,0,1,0,2022-05-07,2022-05-07,0001-01-01,,0,0,0,0
tanujd11 / provider-jet-aws,https://github.com/tanujd11/provider-jet-aws,,0,1,0,2022-04-29,2022-04-29,0001-01-01,,0,0,0,0
Striar-Yunis / provider-jet-rke,https://github.com/Striar-Yunis/provider-jet-rke,Crossplane Provider created with Terrajet from RKE Terraform Provider. ,0,1,0,2022-04-25,2022-04-25,0001-01-01,,0,0,0,0
Striar-Yunis / provider-jet-rancher-test,https://github.com/Striar-Yunis/provider-jet-rancher-test,Base template,0,1,0,2022-04-24,2022-04-24,0001-01-01,,0,0,0,0
loafoe / provider-jet-hsdp,https://github.com/loafoe/provider-jet-hsdp,HSDP Terrajet Provider,0,1,0,2022-04-21,2022-04-21,0001-01-01,,0,0,0,0
conmurphy / crossplane-aci,https://github.com/conmurphy/crossplane-aci,,0,1,0,2022-04-16,2022-04-16,0001-01-01,,0,0,0,0
conmurphy / crossplane-test,https://github.com/conmurphy/crossplane-test,,0,1,0,2022-04-16,2022-04-16,0001-01-01,,0,0,0,0
perlinger / provider-jet-github-olded,https://github.com/perlinger/provider-jet-github-olded,,0,1,0,2022-04-11,2022-04-05,0001-01-01,,0,0,0,0
acald-creator / how-to-use-terrajet,https://github.com/acald-creator/how-to-use-terrajet,,0,1,0,2022-04-07,2022-04-07,0001-01-01,,0,0,0,0
crossplane-contrib / provider-jet-alibaba,https://github.com/crossplane-contrib/provider-jet-alibaba,A Crossplane provider for Alibaba Cloud (@aliyun),3,4,2,2022-04-05,2022-03-04,0001-01-01,,0,0,0,0
conmurphy / crossplane-github,https://github.com/conmurphy/crossplane-github,,0,1,0,2022-03-31,2022-03-31,0001-01-01,,0,0,0,0
mleahu / provider-jet-awssc,https://github.com/mleahu/provider-jet-awssc,Crossplane provider for AWS Service Catalog resources generated by Crossplane Terrajet,0,1,0,2022-03-31,2022-03-31,0001-01-01,,0,0,0,0
DZhuribeda / provider-jet-digitalocean,https://github.com/DZhuribeda/provider-jet-digitalocean,,0,1,0,2022-03-29,2022-03-29,0001-01-01,,0,0,0,0
mleahu / provider-jet-aws4,https://github.com/mleahu/provider-jet-aws4,Crossplane Terrajet provider ,0,1,0,2022-03-29,2022-03-29,0001-01-01,,0,0,0,0
